28,079,004,01,38,02,2022,07,12,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,4,V,3,V,3,V,4,V,4,V,3,V,3,V,3,V,3,V,3,V,3,V,0,N,0,N,0,N
28,079,004,06,48,02,2022,07,12,0.2,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.2,V,0.2,V,0.2,V,0.1,V,0.2,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.2,V,0,N,0,N,0,N
28,079,004,07,08,02,2022,07,12,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,4,V,4,V,6,V,5,V,4,V,3,V,3,V,1,V,1,V,1,V,1,V,1,V,1,V,0,N,0,N,0,N
28,079,004,08,08,02,2022,07,12,21,V,14,V,10,V,9,V,8,V,12,V,16,V,29,V,38,V,33,V,36,V,27,V,25,V,21,V,15,V,10,V,9,V,11,V,14,V,16,V,23,V,0,N,0,N,0,N
28,079,004,12,08,02,2022,07,12,23,V,16,V,12,V,11,V,10,V,13,V,18,V,33,V,45,V,39,V,46,V,34,V,32,V,26,V,18,V,12,V,11,V,13,V,16,V,18,V,25,V,0,N,0,N,0,N
28,079,008,01,38,02,2022,07,12,6,V,5,V,5,V,5,V,5,V,5,V,6,V,6,V,6,V,6,V,6,V,7,V,8,V,8,V,8,V,7,V,7,V,7,V,7,V,7,V,7,V,0,N,0,N,0,N
28,079,008,06,48,02,2022,07,12,0.2,V,0.2,V,0.2,V,0.1,V,0.1,V,0.1,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0,N,0,N,0,N
28,079,008,07,08,02,2022,07,12,2,V,2,V,1,V,2,V,2,V,2,V,2,V,6,V,8,V,7,V,7,V,6,V,5,V,6,V,5,V,4,V,3,V,3,V,3,V,3,V,3,V,0,N,0,N,0,N
28,079,008,08,08,02,2022,07,12,20,V,15,V,10,V,9,V,10,V,14,V,27,V,54,V,53,V,44,V,38,V,28,V,29,V,32,V,26,V,21,V,19,V,17,V,20,V,33,V,51,V,0,N,0,N,0,N
28,079,008,09,47,02,2022,07,12,15,V,25,V,35,V,22,V,23,V,15,V,24,V,25,V,31,V,40,V,30,V,46,V,33,V,5,V,2,V,27,V,14,V,53,V,83,V,6,V,75,V,0,N,0,N,0,N
28,079,008,10,47,02,2022,07,12,42,V,51,V,62,V,46,V,43,V,34,V,38,V,48,V,55,V,69,V,59,V,83,V,67,V,37,V,8,V,60,V,29,V,87,V,142,V,20,V,121,V,0,N,0,N,0,N
28,079,008,12,08,02,2022,07,12,24,V,19,V,12,V,11,V,12,V,17,V,31,V,63,V,65,V,55,V,49,V,37,V,37,V,42,V,33,V,28,V,24,V,21,V,24,V,38,V,55,V,0,N,0,N,0,N
28,079,008,14,06,02,2022,07,12,95,V,97,V,96,V,94,V,90,V,84,V,69,V,42,V,49,V,63,V,78,V,101,V,114,V,121,V,128,V,125,V,138,V,139,V,144,V,138,V,116,V,0,N,0,N,0,N
28,079,008,20,59,02,2022,07,12,1.2,V,1.1,V,1,V,0.8,V,0.7,V,0.7,V,0.7,V,0.8,V,1.1,V,1.4,V,1.6,V,1.3,V,1,V,0.7,V,0.7,V,0.8,V,0.5,V,0.4,V,0.4,V,0.5,V,0.8,V,0,N,0,N,0,N
28,079,008,22,00,02,2022,07,12,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,2,V,1,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,0,N,0,N,0,N
28,079,008,30,59,02,2022,07,12,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0,N,0,N,0,N
28,079,008,35,59,02,2022,07,12,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.1,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.3,V,0.2,V,0.3,V,0.2,V,0.2,V,0.3,V,0,N,0,N,0,N
28,079,008,45,00,02,2022,07,12,1,V,1,V,1,V,1,V,1,V,1,V,2,V,3,V,3,V,3,V,2,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,2,V,3,V,0,N,0,N,0,N
28,079,011,07,08,02,2022,07,12,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,3,V,4,V,5,V,3,V,6,V,5,V,3,V,2,V,3,V,4,V,2,V,0,N,0,N,0,N
28,079,011,08,08,02,2022,07,12,15,V,8,V,7,V,6,V,8,V,14,V,15,V,38,V,43,V,29,V,33,V,31,V,32,V,26,V,38,V,33,V,21,V,22,V,26,V,42,V,55,V,0,N,0,N,0,N
28,079,011,12,08,02,2022,07,12,17,V,9,V,8,V,8,V,9,V,15,V,17,V,39,V,46,V,31,V,38,V,37,V,40,V,31,V,46,V,40,V,26,V,26,V,30,V,48,V,58,V,0,N,0,N,0,N
28,079,011,20,59,02,2022,07,12,1.4,V,0.8,V,0.5,V,0.6,V,0.6,V,1.2,V,0.8,V,0.8,V,2.2,V,1.9,V,1.7,V,1.7,V,1.5,V,1.5,V,1.5,V,1.5,V,1.3,V,0.7,V,1.4,V,1.3,V,3.8,V,0,N,0,N,0,N
28,079,011,30,59,02,2022,07,12,0.2,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.3,V,0.3,V,0.2,V,0.2,V,0.1,V,0.2,V,0.4,V,0.3,V,0.3,V,0.1,V,0.3,V,0.2,V,0.8,V,0,N,0,N,0,N
28,079,011,35,59,02,2022,07,12,0.2,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.1,V,0.2,V,0.2,V,0.4,V,0,N,0,N,0,N
28,079,017,07,08,02,2022,07,12,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,5,V,3,V,2,V,2,V,2,N,86,N,2,V,2,V,2,V,2,V,2,V,4,V,2,V,0,N,0,N,0,N
28,079,017,08,08,02,2022,07,12,13,V,11,V,7,V,7,V,14,V,23,V,35,V,38,V,54,V,30,V,15,V,12,V,10,N,11,N,10,V,11,V,10,V,12,V,15,V,24,V,32,V,0,N,0,N,0,N
28,079,017,12,08,02,2022,07,12,14,V,12,V,9,V,9,V,16,V,25,V,36,V,40,V,61,V,34,V,18,V,14,V,13,N,97,N,13,V,15,V,13,V,15,V,19,V,31,V,35,V,0,N,0,N,0,N
28,079,017,14,06,02,2022,07,12,101,V,106,V,103,V,95,V,86,V,77,V,67,V,60,V,48,V,80,V,99,V,112,V,116,N,107,M,119,V,128,V,141,V,146,V,143,V,147,V,135,V,0,N,0,N,0,N
28,079,018,07,08,02,2022,07,12,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,3,V,3,V,3,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,0,N,0,N,0,N
28,079,018,08,08,02,2022,07,12,17,V,10,V,6,V,5,V,7,V,9,V,20,V,40,V,40,V,27,V,28,V,21,V,18,V,16,V,12,V,10,V,12,V,11,V,13,V,12,V,16,V,0,N,0,N,0,N
28,079,018,10,47,02,2022,07,12,37,V,34,V,26,V,23,V,24,V,22,V,18,V,16,V,20,V,31,V,41,V,49,V,31,V,16,V,36,V,22,V,2,V,54,V,53,V,27,V,32,V,0,N,0,N,0,N
28,079,018,12,08,02,2022,07,12,19,V,11,V,8,V,7,V,9,V,11,V,21,V,42,V,45,V,32,V,33,V,24,V,20,V,18,V,14,V,12,V,14,V,12,V,14,V,14,V,18,V,0,N,0,N,0,N
28,079,018,14,06,02,2022,07,12,85,N,90,V,90,V,85,V,80,V,79,V,68,V,48,V,51,V,69,V,75,V,92,V,105,V,114,V,112,V,118,V,124,V,130,V,136,V,139,V,132,V,0,N,0,N,0,N
28,079,018,20,59,02,2022,07,12,0.8,V,0.7,V,0.3,V,0.3,V,0.4,V,0.8,V,0.5,V,0.7,V,0.8,V,0.7,V,0.6,V,0.7,V,0.5,V,0.3,V,0.2,V,0.2,V,0.3,V,0.2,V,0.3,V,0.3,V,0.4,V,0,N,0,N,0,N
28,079,018,30,59,02,2022,07,12,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0,N,0,N,0,N
28,079,018,35,59,02,2022,07,12,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,1.4,V,0.3,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0,N,0,N,0,N
28,079,024,07,08,02,2022,07,12,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,5,V,1,V,3,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,0,N,0,N,0,N
